id_string,loan_id_string,amount,date,direction,is_late,fee
00183,0034,84.0,2018-12-21,debit,0,0.0
00184,0034,84.0,2018-12-28,debit,0,0.0
00185,0034,84.0,2019-01-04,debit,0,0.0
00186,0034,84.0,2019-01-11,debit,0,0.0
00187,0034,84.0,2019-01-18,debit,0,0.0
00188,0034,84.0,2019-01-25,debit,0,0.0
00189,0034,84.0,2019-02-01,debit,0,0.0
00190,0034,84.0,2019-02-08,debit,0,0.0
00191,0034,84.0,2019-02-15,debit,0,0.0
00192,0034,84.0,2019-02-22,debit,0,0.0
00193,0034,84.0,2019-03-01,debit,0,0.0
00194,0034,84.0,2019-03-08,debit,0,0.0
00195,0034,84.0,2019-03-15,debit,0,0.0
00196,0034,84.0,2019-03-22,debit,0,0.0
00197,0034,84.0,2019-03-29,debit,0,0.0
00198,0035,208.0,2019-01-16,debit,0,0.0
00199,0035,208.0,2019-01-23,debit,0,0.0
00200,0035,208.0,2019-01-30,debit,0,0.0
00201,0035,208.0,2019-02-06,debit,0,0.0
00202,0035,208.0,2019-02-13,debit,0,0.0
00203,0036,144.0,2016-05-04,debit,1,20.0
00204,0036,144.0,2016-05-10,debit,0,0.0
00205,0036,144.0,2016-05-17,debit,0,0.0
00206,0036,144.0,2016-05-24,debit,0,0.0
00207,0036,144.0,2016-05-31,debit,0,0.0
00208,0038,302.5,2015-06-29,debit,0,0.0
00209,0038,302.5,2015-07-06,debit,0,0.0
00210,0038,302.5,2015-07-14,debit,1,20.0
00211,0038,302.5,2015-07-20,debit,0,0.0
00212,0039,131.67,2013-05-30,debit,1,20.0
00213,0039,131.67,2013-06-05,debit,0,0.0
00214,0039,131.67,2013-06-12,debit,0,0.0
00215,0039,131.67,2013-06-19,debit,0,0.0
00216,0039,131.67,2013-06-26,debit,0,0.0
00217,0039,131.67,2013-07-03,debit,0,0.0
00218,0039,131.67,2013-07-10,debit,0,0.0
00219,0039,131.67,2013-07-17,debit,0,0.0
00220,0039,131.67,2013-07-24,debit,0,0.0
00221,0039,131.67,2013-07-31,debit,0,0.0
00222,0039,131.67,2013-08-07,debit,0,0.0
00223,0039,131.67,2013-08-14,debit,0,0.0
00224,0040,362.5,2019-03-14,debit,0,0.0
00225,0040,362.5,2019-03-21,debit,0,0.0
00226,0040,362.5,2019-03-28,debit,0,0.0
00227,0040,362.5,2019-04-04,debit,0,0.0
00228,0041,200.0,2017-02-04,debit,0,0.0
00229,0041,200.0,2017-02-11,debit,0,0.0
00230,0041,200.0,2017-02-18,debit,0,0.0
00231,0041,200.0,2017-02-25,debit,0,0.0
00232,0042,107.5,2018-05-19,debit,0,0.0
00233,0042,107.5,2018-05-26,debit,0,0.0
00234,0042,107.5,2018-06-02,debit,0,0.0
00235,0042,107.5,2018-06-09,debit,0,0.0
00236,0042,107.5,2018-06-16,debit,0,0.0
00237,0042,107.5,2018-06-23,debit,0,0.0
00238,0042,107.5,2018-07-01,debit,1,20.0
00239,0042,107.5,2018-07-07,debit,0,0.0
00240,0043,272.5,2012-07-12,debit,1,20.0
00241,0043,272.5,2012-07-18,debit,0,0.0
00242,0043,272.5,2012-07-25,debit,0,0.0
00243,0043,272.5,2012-08-01,debit,0,0.0
00244,0044,237.5,2014-04-07,debit,0,0.0
00245,0044,237.5,2014-04-14,debit,0,0.0
00246,0044,237.5,2014-04-21,debit,0,0.0
00247,0044,237.5,2014-04-28,debit,0,0.0
00248,0045,76.0,2016-11-29,debit,1,20.0
00249,0045,76.0,2016-12-06,debit,1,20.0
00250,0045,76.0,2016-12-12,debit,0,0.0
00251,0045,76.0,2016-12-19,debit,0,0.0
00252,0045,76.0,2016-12-26,debit,0,0.0
00253,0045,76.0,2017-01-02,debit,0,0.0
00254,0045,76.0,2017-01-09,debit,0,0.0
00255,0045,76.0,2017-01-16,debit,0,0.0
00256,0045,76.0,2017-01-23,debit,0,0.0
00257,0045,76.0,2017-01-30,debit,0,0.0
00258,0045,76.0,2017-02-06,debit,0,0.0
00259,0045,76.0,2017-02-13,debit,0,0.0
00260,0045,76.0,2017-02-20,debit,0,0.0
00261,0045,76.0,2017-02-27,debit,0,0.0
00262,0045,76.0,2017-03-06,debit,0,0.0
00263,0046,280.0,2016-08-15,debit,0,0.0
00264,0046,280.0,2016-08-22,debit,0,0.0
00265,0046,280.0,2016-08-29,debit,0,0.0
00266,0046,280.0,2016-09-06,debit,1,20.0
00267,0048,288.0,2015-10-31,debit,0,0.0
00268,0048,288.0,2015-11-07,debit,0,0.0
00269,0048,288.0,2015-11-14,debit,0,0.0
00270,0048,288.0,2015-11-21,debit,0,0.0
00271,0048,288.0,2015-11-28,debit,0,0.0
00272,0049,95.33600000000001,2014-06-11,debit,0,0.0
00273,0049,95.33600000000001,2014-06-19,debit,1,20.0
00274,0049,95.33600000000001,2014-06-25,debit,0,0.0
00275,0049,95.33600000000001,2014-07-02,debit,0,0.0
00276,0049,95.33600000000001,2014-07-09,debit,0,0.0
00277,0049,95.33600000000001,2014-07-16,debit,0,0.0
00278,0049,95.33600000000001,2014-07-23,debit,0,0.0
00279,0049,95.33600000000001,2014-07-30,debit,0,0.0
00280,0049,95.33600000000001,2014-08-06,debit,0,0.0
00281,0049,95.33600000000001,2014-08-13,debit,0,0.0
00282,0049,95.33600000000001,2014-08-20,debit,0,0.0
00283,0049,95.33600000000001,2014-08-27,debit,0,0.0
00284,0049,95.33600000000001,2014-09-03,debit,0,0.0
00285,0049,95.33600000000001,2014-09-10,debit,0,0.0
00286,0049,95.33600000000001,2014-09-17,debit,0,0.0
00287,0050,255.0,2013-09-18,debit,0,0.0
00288,0050,255.0,2013-09-25,debit,0,0.0
00289,0050,255.0,2013-10-02,debit,0,0.0
00290,0050,255.0,2013-10-09,debit,0,0.0
00291,0051,242.5,2017-01-27,debit,0,0.0
00292,0051,242.5,2017-02-03,debit,0,0.0
00293,0051,242.5,2017-02-10,debit,0,0.0
00294,0051,242.5,2017-02-17,debit,0,0.0
00295,0052,230.0,2015-11-17,debit,0,0.0
00296,0052,230.0,2015-11-24,debit,0,0.0
00297,0052,230.0,2015-12-01,debit,0,0.0
00298,0052,230.0,2015-12-08,debit,0,0.0
00299,0052,230.0,2015-12-15,debit,0,0.0
00300,0053,260.0,2012-02-25,debit,1,20.0
00301,0053,260.0,2012-03-02,debit,0,0.0
00302,0053,260.0,2012-03-09,debit,0,0.0
00303,0053,260.0,2012-03-16,debit,0,0.0
00304,0053,260.0,2012-03-23,debit,0,0.0
00305,0054,104.0,2014-08-10,debit,0,0.0
00306,0054,104.0,2014-08-17,debit,0,0.0
00307,0054,104.0,2014-08-24,debit,0,0.0
00308,0054,104.0,2014-08-31,debit,0,0.0
00309,0054,104.0,2014-09-07,debit,0,0.0
00310,0054,104.0,2014-09-14,debit,0,0.0
00311,0054,104.0,2014-09-21,debit,0,0.0
00312,0054,104.0,2014-09-28,debit,0,0.0
00313,0054,104.0,2014-10-05,debit,0,0.0
00314,0054,104.0,2014-10-12,debit,0,0.0
00315,0055,110.83,2018-04-16,debit,0,0.0
00316,0055,110.83,2018-04-23,debit,0,0.0
00317,0055,110.83,2018-04-30,debit,0,0.0
00318,0055,110.83,2018-05-07,debit,0,0.0
00319,0055,110.83,2018-05-14,debit,0,0.0
00320,0055,110.83,2018-05-21,debit,0,0.0
00321,0055,110.83,2018-05-28,debit,0,0.0
00322,0055,110.83,2018-06-04,debit,0,0.0
00323,0055,110.83,2018-06-11,debit,0,0.0
00324,0055,110.83,2018-06-18,debit,0,0.0
00325,0055,110.83,2018-06-25,debit,0,0.0
00326,0055,110.83,2018-07-02,debit,0,0.0
00327,0056,112.5,2018-12-23,debit,0,0.0
00328,0056,112.5,2018-12-30,debit,0,0.0
00329,0056,112.5,2019-01-06,debit,0,0.0
00330,0056,112.5,2019-01-13,debit,0,0.0
00331,0056,112.5,2019-01-20,debit,0,0.0
00332,0056,112.5,2019-01-27,debit,0,0.0
00333,0056,112.5,2019-02-03,debit,0,0.0
00334,0056,112.5,2019-02-10,debit,0,0.0
00335,0057,270.0,2014-11-06,debit,0,0.0
00336,0057,270.0,2014-11-13,debit,0,0.0
00337,0057,270.0,2014-11-20,debit,0,0.0
00338,0057,270.0,2014-11-27,debit,0,0.0
00339,0058,170.0,2013-09-07,debit,0,0.0
00340,0058,170.0,2013-09-14,debit,0,0.0
00341,0058,170.0,2013-09-21,debit,0,0.0
00342,0058,170.0,2013-09-28,debit,0,0.0
00343,0058,170.0,2013-10-06,debit,1,20.0
00344,0061,242.5,2015-08-26,debit,0,0.0
00345,0061,242.5,2015-09-02,debit,0,0.0
00346,0061,242.5,2015-09-09,debit,0,0.0
00347,0061,242.5,2015-09-16,debit,0,0.0
00348,0062,90.0,2012-05-23,debit,0,0.0
00349,0062,90.0,2012-05-30,debit,0,0.0
00350,0062,90.0,2012-06-06,debit,0,0.0
00351,0062,90.0,2012-06-13,debit,0,0.0
00352,0062,90.0,2012-06-20,debit,0,0.0
00353,0062,90.0,2012-06-27,debit,0,0.0
00354,0062,90.0,2012-07-04,debit,0,0.0
00355,0062,90.0,2012-07-11,debit,0,0.0
00356,0062,90.0,2012-07-18,debit,0,0.0
00357,0062,90.0,2012-07-25,debit,0,0.0
00358,0062,90.0,2012-08-01,debit,0,0.0
00359,0062,90.0,2012-08-08,debit,0,0.0
00360,0063,100.83,2016-05-28,debit,0,0.0
00361,0063,100.83,2016-06-04,debit,0,0.0
00362,0063,100.83,2016-06-11,debit,0,0.0
00363,0063,100.83,2016-06-18,debit,0,0.0
00364,0063,100.83,2016-06-25,debit,0,0.0
00365,0063,100.83,2016-07-02,debit,0,0.0
00366,0063,100.83,2016-07-09,debit,0,0.0
00367,0063,100.83,2016-07-16,debit,0,0.0
00368,0063,100.83,2016-07-23,debit,0,0.0
00369,0063,100.83,2016-07-30,debit,0,0.0
00370,0063,100.83,2016-08-06,debit,0,0.0
00371,0063,100.83,2016-08-13,debit,0,0.0
00372,0064,135.83,2014-07-21,debit,0,0.0
00373,0064,135.83,2014-07-28,debit,0,0.0
00374,0064,135.83,2014-08-04,debit,0,0.0
00375,0064,135.83,2014-08-11,debit,0,0.0
00376,0064,135.83,2014-08-18,debit,0,0.0
00377,0064,135.83,2014-08-25,debit,0,0.0
00378,0064,135.83,2014-09-01,debit,0,0.0
00379,0064,135.83,2014-09-08,debit,0,0.0
00380,0064,135.83,2014-09-15,debit,0,0.0
00381,0064,135.83,2014-09-23,debit,1,20.0
00382,0064,135.83,2014-09-29,debit,0,0.0
00383,0064,135.83,2014-10-07,debit,1,20.0
00384,0065,158.0,2015-03-03,debit,0,0.0
00385,0065,158.0,2015-03-10,debit,0,0.0
00386,0065,158.0,2015-03-17,debit,0,0.0
00387,0065,158.0,2015-03-24,debit,0,0.0
00388,0065,158.0,2015-03-31,debit,0,0.0
00389,0065,158.0,2015-04-07,debit,0,0.0
00390,0065,158.0,2015-04-14,debit,0,0.0
00391,0065,158.0,2015-04-21,debit,0,0.0
00392,0065,158.0,2015-04-28,debit,0,0.0
00393,0065,158.0,2015-05-05,debit,0,0.0
00394,0066,295.0,2013-07-04,debit,0,0.0
00395,0066,295.0,2013-07-11,debit,0,0.0
00396,0066,295.0,2013-07-18,debit,0,0.0
00397,0066,295.0,2013-07-25,debit,0,0.0
00398,0067,244.0,2019-04-07,debit,0,0.0
00399,0067,244.0,2019-04-14,debit,0,0.0
00400,0067,244.0,2019-04-21,debit,0,0.0
00401,0067,244.0,2019-04-28,debit,0,0.0
00402,0067,244.0,2019-05-05,debit,0,0.0
00403,0068,93.33600000000001,2017-11-25,debit,0,0.0
00404,0068,93.33600000000001,2017-12-02,debit,0,0.0
00405,0068,93.33600000000001,2017-12-09,debit,0,0.0
00406,0068,93.33600000000001,2017-12-16,debit,0,0.0
00407,0068,93.33600000000001,2017-12-23,debit,0,0.0
00408,0068,93.33600000000001,2017-12-30,debit,0,0.0
00409,0068,93.33600000000001,2018-01-06,debit,0,0.0
00410,0068,93.33600000000001,2018-01-13,debit,0,0.0
00411,0068,93.33600000000001,2018-01-20,debit,0,0.0
00412,0068,93.33600000000001,2018-01-27,debit,0,0.0
00413,0068,93.33600000000001,2018-02-03,debit,0,0.0
00414,0068,93.33600000000001,2018-02-10,debit,0,0.0
00415,0068,93.33600000000001,2018-02-17,debit,0,0.0
00416,0068,93.33600000000001,2018-02-24,debit,0,0.0
00417,0068,93.33600000000001,2018-03-03,debit,0,0.0
00418,0069,68.0,2019-01-14,debit,0,0.0
00419,0069,68.0,2019-01-21,debit,0,0.0
00420,0069,68.0,2019-01-28,debit,0,0.0
00421,0069,68.0,2019-02-04,debit,0,0.0
00422,0069,68.0,2019-02-11,debit,0,0.0
00423,0069,68.0,2019-02-18,debit,0,0.0
00424,0069,68.0,2019-02-25,debit,0,0.0
00425,0069,68.0,2019-03-04,debit,0,0.0
00426,0069,68.0,2019-03-11,debit,0,0.0
00427,0069,68.0,2019-03-18,debit,0,0.0
00428,0069,68.0,2019-03-26,debit,1,20.0
00429,0069,68.0,2019-04-01,debit,0,0.0
00430,0069,68.0,2019-04-08,debit,0,0.0
00431,0069,68.0,2019-04-15,debit,0,0.0
00432,0069,68.0,2019-04-22,debit,0,0.0
00433,0070,290.0,2018-07-14,debit,0,0.0
00434,0070,290.0,2018-07-22,debit,1,20.0
00435,0070,290.0,2018-07-28,debit,0,0.0
00436,0070,290.0,2018-08-04,debit,0,0.0
00437,0072,252.5,2016-05-31,debit,0,0.0
00438,0072,252.5,2016-06-07,debit,0,0.0
00439,0072,252.5,2016-06-14,debit,0,0.0
00440,0072,252.5,2016-06-21,debit,0,0.0
00441,0073,124.0,2019-12-30,debit,0,0.0
00442,0073,124.0,2020-01-06,debit,0,0.0
00443,0073,124.0,2020-01-13,debit,0,0.0
00444,0073,124.0,2020-01-20,debit,0,0.0
00445,0073,124.0,2020-01-27,debit,0,0.0
00446,0074,147.0,2013-10-27,debit,0,0.0
00447,0074,147.0,2013-11-03,debit,0,0.0
00448,0074,147.0,2013-11-10,debit,0,0.0
00449,0074,147.0,2013-11-17,debit,0,0.0
00450,0074,147.0,2013-11-24,debit,0,0.0
00451,0074,147.0,2013-12-01,debit,0,0.0
00452,0074,147.0,2013-12-08,debit,0,0.0
00453,0074,147.0,2013-12-15,debit,0,0.0
00454,0074,147.0,2013-12-23,debit,1,20.0
00455,0074,147.0,2013-12-29,debit,0,0.0
00456,0075,382.0,2019-12-16,debit,0,0.0
00457,0075,382.0,2019-12-23,debit,0,0.0
00458,0075,382.0,2019-12-30,debit,0,0.0
00459,0075,382.0,2020-01-06,debit,0,0.0
00460,0075,382.0,2020-01-13,debit,0,0.0
00461,0076,290.0,2019-01-11,debit,0,0.0
00462,0076,290.0,2019-01-18,debit,0,0.0
00463,0076,290.0,2019-01-25,debit,0,0.0
00464,0076,290.0,2019-02-01,debit,0,0.0
00465,0077,212.5,2018-10-26,debit,0,0.0
00466,0077,212.5,2018-11-02,debit,0,0.0
00467,0077,212.5,2018-11-09,debit,0,0.0
00468,0077,212.5,2018-11-16,debit,0,0.0
00469,0077,212.5,2018-11-23,debit,0,0.0
00470,0077,212.5,2018-11-30,debit,0,0.0
00471,0077,212.5,2018-12-07,debit,0,0.0
00472,0077,212.5,2018-12-14,debit,0,0.0
00473,0078,595.0,2013-04-07,debit,0,0.0
00474,0078,595.0,2013-04-14,debit,0,0.0
00475,0078,595.0,2013-04-21,debit,0,0.0
00476,0078,595.0,2013-04-29,debit,1,20.0
00477,0079,143.75,2017-09-10,debit,0,0.0
00478,0079,143.75,2017-09-17,debit,0,0.0
00479,0079,143.75,2017-09-24,debit,0,0.0
00480,0079,143.75,2017-10-01,debit,0,0.0
00481,0079,143.75,2017-10-08,debit,0,0.0
00482,0079,143.75,2017-10-15,debit,0,0.0
00483,0079,143.75,2017-10-22,debit,0,0.0
00484,0079,143.75,2017-10-29,debit,0,0.0
00485,0080,143.75,2013-07-30,debit,0,0.0
00486,0080,143.75,2013-08-06,debit,0,0.0
00487,0080,143.75,2013-08-13,debit,0,0.0
00488,0080,143.75,2013-08-20,debit,0,0.0
00489,0080,143.75,2013-08-27,debit,0,0.0
00490,0080,143.75,2013-09-03,debit,0,0.0
00491,0080,143.75,2013-09-10,debit,0,0.0
00492,0080,143.75,2013-09-17,debit,0,0.0
00493,0081,260.0,2017-03-19,debit,0,0.0
00494,0081,260.0,2017-03-26,debit,0,0.0
00495,0081,260.0,2017-04-02,debit,0,0.0
00496,0081,260.0,2017-04-09,debit,0,0.0
00497,0082,160.0,2014-04-18,debit,0,0.0
00498,0082,160.0,2014-04-25,debit,0,0.0
00499,0082,160.0,2014-05-02,debit,0,0.0
00500,0082,160.0,2014-05-09,debit,0,0.0
00501,0082,160.0,2014-05-16,debit,0,0.0
00502,0084,183.33,2019-08-15,debit,0,0.0
00503,0084,183.33,2019-08-22,debit,0,0.0
00504,0084,183.33,2019-08-29,debit,0,0.0
00505,0084,183.33,2019-09-05,debit,0,0.0
00506,0084,183.33,2019-09-12,debit,0,0.0
00507,0084,183.33,2019-09-19,debit,0,0.0
00508,0084,183.33,2019-09-27,debit,1,20.0
00509,0084,183.33,2019-10-03,debit,0,0.0
00510,0084,183.33,2019-10-10,debit,0,0.0
00511,0084,183.33,2019-10-17,debit,0,0.0
00512,0084,183.33,2019-10-24,debit,0,0.0
00513,0084,183.33,2019-10-31,debit,0,0.0
00514,0085,490.0,2015-02-01,debit,0,0.0
00515,0085,490.0,2015-02-08,debit,0,0.0
00516,0085,490.0,2015-02-15,debit,0,0.0
00517,0085,490.0,2015-02-22,debit,0,0.0
00518,0086,425.0,2016-11-19,debit,0,0.0
00519,0086,425.0,2016-11-26,debit,0,0.0
00520,0086,425.0,2016-12-03,debit,0,0.0
00521,0086,425.0,2016-12-10,debit,0,0.0
00522,0087,67.5,2018-08-16,debit,0,0.0
00523,0087,67.5,2018-08-23,debit,0,0.0
00524,0087,67.5,2018-08-30,debit,0,0.0
